"identifier","context","text"
"language:dcterms_description","Description for Language http://rs.tdwg.org/dwc/terms/language","Obrázek může obsahovat jazyk, například v podobě překrývajících se popisků. Pokud obrázek zobrazuje přírodní scénu nebo organismus bez jakéhokoli jazyka, je zdroj jazykově neutrální (kód ISO „zxx“). Zdroje s přítomným, ale neznámým jazykem se kódují jako neurčené (kód ISO „und“). Regionální dialekty nebo jiné zvláštní případy by měly být v souladu s kódem ISO639-5 Alpha-3 pro jazykové rodiny a skupiny, http://id.loc.gov/vocabulary/iso639-5.html, pokud je to možné, nebo s osvědčenými postupy IETF pro značky identifikující jazyky, https://tools.ietf.org/html/rfc5646, pokud to není možné. Viz také záznam pro dcterms:language v dokumentu Audiovisual Core term list (Seznam základních audiovizuálních termínů) a viz DCMI FAQ on DC and DCTERMS Namespaces (Často kladené otázky DCMI k jmenným prostorům DC a DCTERMS), https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, kde se diskutuje o důvodech pro použití termínů ve dvou jmenných prostorech. Obvyklou praxí je používat stejný štítek, pokud jsou k dispozici oba. Štítky nemají žádný vliv na vyhledávání informací a jsou pouze doporučením."
"language:skos_scopeNote","Usage for Language http://rs.tdwg.org/dwc/terms/language",""
"rights:label","Label for Copyright Statement http://rs.tdwg.org/dwc/terms/rights","Prohlášení o autorských právech"
"rights:rdfs_comment","Comment for Copyright Statement http://rs.tdwg.org/dwc/terms/rights","Informace o právech ke zdroji a nad zdrojem."
"rights:dcterms_description","Description for Copyright Statement http://rs.tdwg.org/dwc/terms/rights","Vyjadřuje práva k mediálnímu zdroji, nikoli k textu metadat. V případě nejednoznačnosti má přednost dcterms:rights. Viz také záznam pro dcterms:rights v dokumentu Audiovisual Core Term List (Seznam základních audiovizuálních termínů) a viz DCMI FAQ on DC and DCTERMS Namespaces (Často kladené otázky DCMI k jmenným prostorům DC a DCTERMS), https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, kde se diskutuje o důvodech pro použití termínů ve dvou jmenných prostorech. Obvyklou praxí je použít stejný štítek, pokud jsou uvedeny oba. Štítky nemají žádný vliv na vyhledávání informací a jsou pouze doporučením. Příklady: „Copyright XY 2008, všechna práva vyhrazena“, „© 2008 XY Museum“, „Public Domain“, „Copyright unknown“."
"rights:skos_scopeNote","Usage for Copyright Statement http://rs.tdwg.org/dwc/terms/rights",""
"source:label","Label for Published Source http://rs.tdwg.org/dwc/terms/source","Zveřejněný zdroj"
"source:rdfs_comment","Comment for Published Source http://rs.tdwg.org/dwc/terms/source","Související zdroj, ze kterého je popsaný zdroj odvozen. "
"source:dcterms_description","Description for Published Source http://rs.tdwg.org/dwc/terms/source","Pokud byl zdroj digitalizován z nedigitálního zdroje nebo byl již dříve publikován v digitální nebo tištěné publikaci, popisuje se zde originál. Neuvádějte zde obecně „související“ publikace. Toto pole obvykle obsahuje volný textový popis. Pokud je k dispozici URI, mělo by být uvedeno v dcterms:source. Může se opakovat, pokud se jedná o montáž obrázků. Informace o dalším původu nad rámec konečného zdroje by měly být uvedeny v atributu derivedFrom. Viz také záznam pro dcterms:source v dokumentu Audiovisual Core term list a viz DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, kde se diskutuje o důvodech pro termíny ve dvou jmenných prostorech. Obvyklou praxí je používat stejný štítek, pokud jsou k dispozici oba. Štítky nemají žádný vliv na vyhledávání informací a slouží pouze jako doporučení"
"source:skos_scopeNote","Usage for Published Source http://rs.tdwg.org/dwc/terms/source",""
"type:label","Label for Type http://rs.tdwg.org/dwc/terms/type","Typ"
"type:rdfs_comment","Comment for Type http://rs.tdwg.org/dwc/terms/type","Povaha nebo druh zdroje."
"type:dcterms_description","Description for Type http://rs.tdwg.org/dwc/terms/type","Pokud je zdroj sbírkou, tento termín neurčuje, jaké typy objektů může obsahovat. Viz také heslo dcterms:type v dokumentu Audiovisual Core term list (Seznam základních termínů pro audiovizuální materiály) a viz DCMI FAQ on DC and DCTERMS Namespaces (Často kladené otázky k DC a DCTERMS Namespaces), https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, kde najdete diskusi o důvodech pro použití termínů ve dvou jmenných prostorech. Obvyklou praxí je používat stejný štítek, pokud jsou k dispozici oba. Štítky nemají žádný vliv na vyhledávání informací a jsou pouze doporučením."
"type:skos_scopeNote","Usage for Type http://rs.tdwg.org/dwc/terms/type",""
