termListVersion,termVersion
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingEvent-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventAttributes-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocation-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/Taxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/TaxonID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/binomial-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/AcceptedTaxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/AccessConstraints-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/CatalogNumberNumeric-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/Dataset-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/DwCType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EarliestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EndTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/EventMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/Generalizations-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/Identification-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/LatestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/OccurrenceMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/PreviousIdentifications-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/RelatedBasisOfRecord-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/Sample-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SampleRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingEvent-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventAttributes-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocation-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/Taxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/TaxonID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/binomial-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/AcceptedTaxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/AcceptedTaxonID-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/AccessConstraints-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/CatalogNumberNumeric-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/Dataset-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/DwCType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EarliestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EndTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/EventMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/Generalizations-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/HigherTaxon-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/HigherTaxonID-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/Identification-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/LatestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/OccurrenceMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/PreviousIdentifications-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/RelatedBasisOfRecord-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/ResourceRelationship-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/Sample-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SampleRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingEvent-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventAttributes-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocation-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/Taxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/TaxonID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/accordingTo-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/accuracy-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-21,http://rs-test.tdwg.org/dwc/terms/version/binomial-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/AcceptedTaxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/AcceptedTaxonID-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/AccessConstraints-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/CatalogNumberNumeric-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/Dataset-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/DwCType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EarliestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EndTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeDeterminedBy-2009-01-23
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeDeterminedDate-2009-01-23
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/EventMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/Generalizations-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/HigherTaxon-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/HigherTaxonID-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/Identification-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/LatestDateCollected-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/OccurrenceMeasurement-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/PreviousIdentifications-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/RelatedBasisOfRecord-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/ResourceRelationship-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/Sample-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttribute-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeAccuracy-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeDeterminedBy-2009-01-23
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeDeterminedDate-2009-01-23
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeRemarks-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeUnit-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleAttributeValue-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SampleRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingAttributeType-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingEvent-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventAttributes-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingEventRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocation-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/SamplingLocationRemarks-2009-01-18
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/Taxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/TaxonID-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/accordingTo-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/accuracy-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-01-23,http://rs-test.tdwg.org/dwc/terms/version/binomial-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/Identification-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/MeasurementOrFact-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/ResourceRelationship-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/Sample-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/SamplingEvent-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/Taxon-2008-11-19
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/acceptedTaxonName-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/acceptedTaxonNameID-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/accordingTo-2009-01-21
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/associatedMedia-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/associatedOccurrences-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/associatedReferences-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/associatedSequences-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/associatedTaxa-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/basionym-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/basionymID-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/basisOfRecord-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/bed-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/behavior-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/catalogNumber-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/class-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/collectionCode-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/collectionID-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/continent-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/coordinatePrecision-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/coordinateUncertaintyInMeters-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/country-2009-04-24
http://rs-test.tdwg.org/dwc/version/terms/2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/countryCode-2009-04-24
