"identifier","context","text"
"OrganisationalUnit:notes","Notes for Organisational Unit http://rs.tdwg.org/dwc/terms/OrganisationalUnit","Tato třída může představovat jakoukoli úroveň organizační jednotky, zahrnující instituce (např. muzeum), vyšší jednotky (např. univerzitu, do které muzeum patří) a podrobnější struktury (např. oddělení a odbory v rámci muzea). Lze ji použít k uspořádání těchto různých jednotek na různých úrovních do hierarchické struktury. Tato třída kombinuje aspekty třídy org:Organization (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#org:Organization) i třídy org:OrganizationalUnit (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#org:OrganizationalUnit) z ontologie W3C Organization Ontology ORG (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#overview-of-ontology). Doporučeným osvědčeným postupem je přiřadit ke každé vytvořené organizační jednotce jedinečný trvalý identifikátor organizace (PID). To umožní jednoznačnou a průběžnou identifikaci jednotky a také vytváření organizačních hierarchií. Existujícími poskytovateli identifikátorů PID pro organizace jsou např. https://grid.ac/ a https://ror.org/. Poskytování organizačních PID by se v budoucnu mohlo rozšířit i na vnitroorganizační jednotky. Vlastnosti třídy: Identifier lze použít k přidání identifikačních informací pro organizační jednotky."
"Person:label","Label for Person http://rs.tdwg.org/dwc/terms/Person","Osoba"
"Person:definition","Definition for Person http://rs.tdwg.org/dwc/terms/Person",""
"Person:usage","Usage for Person http://rs.tdwg.org/dwc/terms/Person",""
"Person:notes","Notes for Person http://rs.tdwg.org/dwc/terms/Person",""
"PersonRole:label","Label for Person Role http://rs.tdwg.org/dwc/terms/PersonRole",""
"PersonRole:definition","Definition for Person Role http://rs.tdwg.org/dwc/terms/PersonRole",""
"PersonRole:notes","Notes for Person Role http://rs.tdwg.org/dwc/terms/PersonRole",""
"RecordLevel:label","Label for Record Level http://rs.tdwg.org/dwc/terms/RecordLevel",""
"RecordLevel:definition","Definition for Record Level http://rs.tdwg.org/dwc/terms/RecordLevel",""
"RecordLevel:notes","Notes for Record Level http://rs.tdwg.org/dwc/terms/RecordLevel",""
"Reference:label","Label for Reference http://rs.tdwg.org/dwc/terms/Reference","Odkaz"
"Reference:definition","Definition for Reference http://rs.tdwg.org/dwc/terms/Reference",""
"Reference:notes","Notes for Reference http://rs.tdwg.org/dwc/terms/Reference",""
"ResourceRelationship:label","Label for Resource Relationship http://rs.tdwg.org/dwc/terms/ResourceRelationship",""
"ResourceRelationship:definition","Definition for Resource Relationship http://rs.tdwg.org/dwc/terms/ResourceRelationship",""
"ResourceRelationship:notes","Notes for Resource Relationship http://rs.tdwg.org/dwc/terms/ResourceRelationship",""
"Role:label","Label for Role http://rs.tdwg.org/dwc/terms/Role",""
"Role:definition","Definition for Role http://rs.tdwg.org/dwc/terms/Role",""
"Role:notes","Notes for Role http://rs.tdwg.org/dwc/terms/Role","Ačkoli tato třída neobsahuje žádné povinné vlastnosti, doporučuje se použít alespoň jednu z vlastností roleName a hasIdentifier k určení zamýšlené role. V případě potřeby se doporučuje používat řízené slovníky, jako je taxonomie rolí přispěvatelů CRediT (https://credit.niso.org)."
"SchemeMeasurementOrFact:label","Label for Scheme Measurement Or Fact http://rs.tdwg.org/dwc/terms/SchemeMeasurementOrFact",""
"SchemeMeasurementOrFact:definition","Definition for Scheme Measurement Or Fact http://rs.tdwg.org/dwc/terms/SchemeMeasurementOrFact",""
"SchemeMeasurementOrFact:notes","Notes for Scheme Measurement Or Fact http://rs.tdwg.org/dwc/terms/SchemeMeasurementOrFact",""
"SchemeTerm:label","Label for Scheme Term http://rs.tdwg.org/dwc/terms/SchemeTerm",""
"SchemeTerm:definition","Definition for Scheme Term http://rs.tdwg.org/dwc/terms/SchemeTerm",""
"SchemeTerm:notes","Notes for Scheme Term http://rs.tdwg.org/dwc/terms/SchemeTerm",""
"StorageLocation:label","Label for Storage Location http://rs.tdwg.org/dwc/terms/StorageLocation","Umístění uložiště"
"StorageLocation:definition","Definition for Storage Location http://rs.tdwg.org/dwc/terms/StorageLocation",""
"Taxon:label","Label for Taxon http://rs.tdwg.org/dwc/terms/Taxon","Taxon"
"Taxon:definition","Definition for Taxon http://rs.tdwg.org/dwc/terms/Taxon",""
"TemporalCoverage:label","Label for Temporal Coverage http://rs.tdwg.org/dwc/terms/TemporalCoverage",""
"TemporalCoverage:definition","Definition for Temporal Coverage http://rs.tdwg.org/dwc/terms/TemporalCoverage",""
"TemporalCoverage:usage","Usage for Temporal Coverage http://rs.tdwg.org/dwc/terms/TemporalCoverage",""
"TemporalCoverage:notes","Notes for Temporal Coverage http://rs.tdwg.org/dwc/terms/TemporalCoverage",""
"addressType:label","Label for Address Type http://rs.tdwg.org/dwc/terms/addressType",""
"addressType:definition","Definition for Address Type http://rs.tdwg.org/dwc/terms/addressType",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasTemporalCoverage:label","Label for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasTemporalCoverage:definition","Definition for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"status:label","Label for Status http://rs.tdwg.org/dwc/terms/status",""
"status:definition","Definition for Status http://rs.tdwg.org/dwc/terms/status",""
"status:notes","Notes for Status http://rs.tdwg.org/dwc/terms/status",""
"statusChangeReason:label","Label for Status Change Reason http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusChangeReason:definition","Definition for Status Change Reason http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusChangeReason:notes","Notes for Status Change Reason http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusType:label","Label for Status Type http://rs.tdwg.org/dwc/terms/statusType","Typ stavu"
"statusType:definition","Definition for Status Type http://rs.tdwg.org/dwc/terms/statusType",""
"statusType:notes","Notes for Status Type http://rs.tdwg.org/dwc/terms/statusType","statusType tvoří nejvyšší úroveň dvouúrovňové hierarchie s vlastností status. Doporučeným osvědčeným postupem je použití řízeného slovníku."
"contactDetailCategory:label","Label for Contact Detail Category http://rs.tdwg.org/dwc/terms/contactDetailCategory",""
"contactDetailCategory:definition","Definition for Contact Detail Category http://rs.tdwg.org/dwc/terms/contactDetailCategory",""
"contactDetailCategory:notes","Notes for Contact Detail Category http://rs.tdwg.org/dwc/terms/contactDetailCategory","Doporučeným postupem je používat řízený slovník."
"contactDetailFunction:label","Label for Contact Detail Function http://rs.tdwg.org/dwc/terms/contactDetailFunction",""
"contactDetailFunction:definition","Definition for Contact Detail Function http://rs.tdwg.org/dwc/terms/contactDetailFunction",""
"contactDetailValue:label","Label for Contact Detail Value http://rs.tdwg.org/dwc/terms/contactDetailValue",""
"contactDetailValue:definition","Definition for Contact Detail Value http://rs.tdwg.org/dwc/terms/contactDetailValue",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"biogeographicRealm:label","Label for Biogeographic Realm http://rs.tdwg.org/dwc/terms/biogeographicRealm",""
"biogeographicRealm:definition","Definition for Biogeographic Realm http://rs.tdwg.org/dwc/terms/biogeographicRealm",""
"biogeographicRealm:notes","Notes for Biogeographic Realm http://rs.tdwg.org/dwc/terms/biogeographicRealm","Tento termín může být běžně používán v biogeografické hierarchii nad mořskou provincií (pouze mořská), ekoregionem a ekosystémem. Doporučuje se používat řízené slovníky, například ty, které přijal Světový fond na ochranu přírody (WWF) / Global 200 (Olson et at. 1998). "
"biome:label","Label for Biome http://rs.tdwg.org/dwc/terms/biome",""
"biome:definition","Definition for Biome http://rs.tdwg.org/dwc/terms/biome",""
"biome:notes","Notes for Biome http://rs.tdwg.org/dwc/terms/biome","Tuto vlastnost lze použít k záznamu suchozemských, sladkovodních a mořských biomů. Doporučuje se používat řízené slovníky, například ty, které přijal Světový fond na ochranu přírody (WWF) / Global 200 (Olson et at. 1998). "
"biomeType:label","Label for Biome Type http://rs.tdwg.org/dwc/terms/biomeType",""
"biomeType:definition","Definition for Biome Type http://rs.tdwg.org/dwc/terms/biomeType",""
"biomeType:notes","Notes for Biome Type http://rs.tdwg.org/dwc/terms/biomeType",""
"bioregion:label","Label for Bioregion http://rs.tdwg.org/dwc/terms/bioregion",""
"bioregion:definition","Definition for Bioregion http://rs.tdwg.org/dwc/terms/bioregion",""
"bioregion:notes","Notes for Bioregion http://rs.tdwg.org/dwc/terms/bioregion","To je obdoba konceptu mořské provincie pro mořské regiony. Doporučuje se používat řízené slovníky, jako jsou slovníky přijaté Světovým fondem na ochranu přírody (WWF) / Global 200 (Olson et at. 1998), z nichž tento koncept vychází. "
"ecoregion:label","Label for Ecoregion http://rs.tdwg.org/dwc/terms/ecoregion",""
"ecoregion:definition","Definition for Ecoregion http://rs.tdwg.org/dwc/terms/ecoregion",""
"ecoregion:notes","Notes for Ecoregion http://rs.tdwg.org/dwc/terms/ecoregion","Doporučuje se používat řízené slovníky, jako jsou ty, které přijal Světový fond na ochranu přírody (WWF) / Global 200 (Olson et at. 1998)."
"ecosystem:label","Label for Ecosystem http://rs.tdwg.org/dwc/terms/ecosystem",""
"ecosystem:definition","Definition for Ecosystem http://rs.tdwg.org/dwc/terms/ecosystem",""
"habitat:label","Label for Habitat http://rs.tdwg.org/dwc/terms/habitat","Stanoviště"
"habitat:definition","Definition for Habitat http://rs.tdwg.org/dwc/terms/habitat",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"eventName:label","Label for Event Name http://rs.tdwg.org/dwc/terms/eventName","Název události"
"eventName:definition","Definition for Event Name http://rs.tdwg.org/dwc/terms/eventName",""
"hasEcologicalContext:label","Label for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasEcologicalContext:definition","Definition for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasGeographicContext:label","Label for Has Geographic Context http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasGeographicContext:definition","Definition for Has Geographic Context http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasParentEvent:label","Label for Has Parent Event http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasParentEvent:definition","Definition for Has Parent Event http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasParentEvent:usage","Usage for Has Parent Event http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasPersonRole:label","Label for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasPersonRole:definition","Definition for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasTemporalCoverage:label","Label for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasTemporalCoverage:definition","Definition for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"region:label","Label for Region http://rs.tdwg.org/dwc/terms/region",""
"region:examples","Examples for Region http://rs.tdwg.org/dwc/terms/region",""
"region:definition","Definition for Region http://rs.tdwg.org/dwc/terms/region",""
"region:notes","Notes for Region http://rs.tdwg.org/dwc/terms/region","Doporučeným postupem je použít toto pole v situacích, kdy pole pro administrativní umístění (země, stát, provincie, kraj atd.) neposkytují dostatečný popis. U geologických sbírek jsou příkladem pánve, provincie a naleziště zkamenělin."
"waterBodyType:label","Label for Waterbody Type http://rs.tdwg.org/dwc/terms/waterBodyType",""
"waterBodyType:definition","Definition for Waterbody Type http://rs.tdwg.org/dwc/terms/waterBodyType",""
"waterBodyType:notes","Notes for Waterbody Type http://rs.tdwg.org/dwc/terms/waterBodyType",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"supergroup:label","Label for Supergroup http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:definition","Definition for Supergroup http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:usage","Usage for Supergroup http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:notes","Notes for Supergroup http://rs.tdwg.org/dwc/terms/supergroup","Doporučený slovník. V době zařazení se tento termín připravuje k zařazení jako součást dwc tdwg/dwc#234"
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"identifierSource:label","Label for Identifier Source http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierSource:definition","Definition for Identifier Source http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierSource:notes","Notes for Identifier Source http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierType:label","Label for Identifier Type http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierType:definition","Definition for Identifier Type http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierType:notes","Notes for Identifier Type http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierValue:label","Label for Identifier http://rs.tdwg.org/dwc/terms/identifierValue",""
"identifierValue:definition","Definition for Identifier http://rs.tdwg.org/dwc/terms/identifierValue",""
"identifierValue:notes","Notes for Identifier http://rs.tdwg.org/dwc/terms/identifierValue",""
"basisOfScheme:label","Label for Basis Of Scheme http://rs.tdwg.org/dwc/terms/basisOfScheme",""
"basisOfScheme:definition","Definition for Basis Of Scheme http://rs.tdwg.org/dwc/terms/basisOfScheme",""
"basisOfScheme:notes","Notes for Basis Of Scheme http://rs.tdwg.org/dwc/terms/basisOfScheme",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasObjectGroup:label","Label for Has Object Group http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasObjectGroup:definition","Definition for Has Object Group http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasSchemeMeasurementOrFact:label","Label for Has Scheme Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasSchemeMeasurementOrFact",""
"hasSchemeMeasurementOrFact:definition","Definition for Has Scheme Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasSchemeMeasurementOrFact",""
"hasSchemeTerm:label","Label for Has Scheme Term http://rs.tdwg.org/dwc/terms/hasSchemeTerm",""
"hasSchemeTerm:definition","Definition for Has Scheme Term http://rs.tdwg.org/dwc/terms/hasSchemeTerm",""
"isDistinctObjects:label","Label for Is Distinct Objects http://rs.tdwg.org/dwc/terms/isDistinctObjects",""
"isDistinctObjects:definition","Definition for Is Distinct Objects http://rs.tdwg.org/dwc/terms/isDistinctObjects",""
"isDistinctObjects:notes","Notes for Is Distinct Objects http://rs.tdwg.org/dwc/terms/isDistinctObjects",""
"schemeName:label","Label for Scheme Name http://rs.tdwg.org/dwc/terms/schemeName",""
"schemeName:definition","Definition for Scheme Name http://rs.tdwg.org/dwc/terms/schemeName",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"measurementDerivation:label","Label for Measurement Derivation http://rs.tdwg.org/dwc/terms/measurementDerivation",""
"measurementDerivation:definition","Definition for Measurement Derivation http://rs.tdwg.org/dwc/terms/measurementDerivation",""
"measurementDerivation:notes","Notes for Measurement Derivation http://rs.tdwg.org/dwc/terms/measurementDerivation",""
"measurementFactText:label","Label for Fact or Narrative Text http://rs.tdwg.org/dwc/terms/measurementFactText",""
"measurementFactText:definition","Definition for Fact or Narrative Text http://rs.tdwg.org/dwc/terms/measurementFactText",""
"measurementFactText:notes","Notes for Fact or Narrative Text http://rs.tdwg.org/dwc/terms/measurementFactText",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasParentObjectClassification:label","Label for Has Parent Object Classification http://rs.tdwg.org/dwc/terms/hasParentObjectClassification",""
"hasParentObjectClassification:definition","Definition for Has Parent Object Classification http://rs.tdwg.org/dwc/terms/hasParentObjectClassification",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"isTopParent:label","Label for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"isTopParent:definition","Definition for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"isTopParent:usage","Usage for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"objectClassificationLevel:label","Label for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationLevel:definition","Definition for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationLevel:notes","Notes for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationName:label","Label for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"objectClassificationName:definition","Definition for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"objectClassificationName:notes","Notes for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"alternativeCollectionName:label","Label for Alternative Collection Name http://rs.tdwg.org/dwc/terms/alternativeCollectionName",""
"alternativeCollectionName:definition","Definition for Alternative Collection Name http://rs.tdwg.org/dwc/terms/alternativeCollectionName",""
"baseTypeOfObjectGroup:label","Label for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"baseTypeOfObjectGroup:definition","Definition for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"baseTypeOfObjectGroup:notes","Notes for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"collectionManagementSystem:label","Label for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionManagementSystem:definition","Definition for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionManagementSystem:notes","Notes for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionName:label","Label for Collection Name http://rs.tdwg.org/dwc/terms/collectionName",""
"collectionName:definition","Definition for Collection Name http://rs.tdwg.org/dwc/terms/collectionName",""
"conditionsOfAccess:label","Label for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"conditionsOfAccess:definition","Definition for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"conditionsOfAccess:notes","Notes for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"description:label","Label for Description http://rs.tdwg.org/dwc/terms/description",""
"description:definition","Definition for Description http://rs.tdwg.org/dwc/terms/description",""
"description:notes","Notes for Description http://rs.tdwg.org/dwc/terms/description",""
"discipline:label","Label for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"discipline:definition","Definition for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"discipline:notes","Notes for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"hasChronometricAge:label","Label for Has Chronometric Age http://rs.tdwg.org/dwc/terms/hasChronometricAge",""
"hasChronometricAge:definition","Definition for Has Chronometric Age http://rs.tdwg.org/dwc/terms/hasChronometricAge",""
"hasCollectionStatusHistory:label","Label for Has Collection Status History http://rs.tdwg.org/dwc/terms/hasCollectionStatusHistory",""
"hasCollectionStatusHistory:definition","Definition for Has Collection Status History http://rs.tdwg.org/dwc/terms/hasCollectionStatusHistory",""
"hasEcologicalContext:label","Label for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasEcologicalContext:definition","Definition for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
